TeamID,SEED,Season,KP_AdjOE,KP_AdjDE,KP_AdjEM,KP_AdjTempo,KADJ_EM,KADJ_O,KADJ_D,KADJ_T,BARTHAG,BADJ_EM,BADJ_O,BADJ_D,WIN_pct,EFG_pct,EFG_pctD,TOV_pct,TOV_pctD,OREB_pct,OP_OREB_pct,FTR,FTRD,THREE_PT_pct,THREE_PT_pctD,THREE_PTR,THREE_PTRD,TWO_PT_pct,TWO_PT_pctD,BLK_pct,AST_pct,RAW_T,NEUTRAL_BADJ_EM,NEUTRAL_BADJ_O,NEUTRAL_BADJ_D,NEUTRAL_BARTHAG,NEUTRAL_EFG_pct,NEUTRAL_EFG_pctD,NEUTRAL_TOV_pct,NEUTRAL_TOV_pctD,NEUTRAL_OREB_pct,NEUTRAL_OP_OREB_pct,NEUTRAL_FTR,NEUTRAL_FTRD,NEUTRAL_3PT_pct,NEUTRAL_3PT_pctD,NEUTRAL_WIN_pct,coach_PAKE,coach_GAMES,coach_WIN_pct,coach_F4,coach_CHAMP,AVG_HGT,EFF_HGT,EXP,TALENT,ELITE_SOS,WAB,NET_RPI,WAB_RANK,ELO,Q1_W,Q2_W,Q1_PLUS_Q2_W,Q3_Q4_L
1181,1,2026,128.001,89.0857,38.9156,65.4237,38.9156,128.001,89.0857,65.4237,0.9799948975195408,37.748132,128.001,89.0857,0.9411764705882353,56.77240684793555,46.17931737137035,15.070999215959576,11.542817318581756,36.57817109144543,22.07792207792208,37.764350453172206,23.739174732552215,35.07377979568672,30.434782608695656,44.36052366565962,45.6953642384106,60.09049773755656,46.62288930581614,10.412757973733584,59.1983556012333,67.52352941176471,37.748132,128.001,89.0857,0.9799948975195408,56.77240684793555,46.17931737137035,15.070999215959576,11.542817318581756,36.57817109144543,22.07792207792208,37.764350453172206,23.739174732552215,35.07377979568672,30.434782608695656,0.9411764705882353,1.0,11.0,0.727,1.0,0.0,77.5,80.58,2.185,42.959,30.085,2.3,34.0,34.0,35.0,5.0,5.0,10.0,0.0
1373,16,2026,107.154,109.261,-2.10717,64.7113,-2.10717,107.154,109.261,64.7113,0.4475148088783522,-2.0439549,107.154,109.261,0.6764705882352942,50.55791710945803,48.611838658983764,14.92097326469988,8.934442957890203,30.337078651685395,28.01519468186135,34.21891604675877,27.23939235201676,30.449251247920134,32.800000000000004,31.93411264612115,39.287585123101096,52.849336455893834,48.23123382226057,9.1458153580673,53.02325581395348,64.85147058823529,-2.0439549,107.154,109.261,0.4475148088783522,50.55791710945803,48.611838658983764,14.92097326469988,8.934442957890203,30.337078651685395,28.01519468186135,34.21891604675877,27.23939235201676,30.449251247920134,32.800000000000004,0.6764705882352942,-0.1,9.0,0.444,0.0,0.0,77.5,80.58,2.185,42.959,30.085,2.3,34.0,34.0,35.0,5.0,5.0,10.0,0.0
1326,8,2026,124.39,102.108,22.2824,66.1244,22.2824,124.39,102.108,66.1244,0.9027569636791908,21.613927999999998,124.39,102.108,0.6363636363636364,56.513513513513516,50.31645569620253,14.27650158998421,7.160488336409528,27.896512935883017,28.334956183057447,37.78378378378379,35.073839662447256,36.032388663967616,31.633986928104573,40.054054054054056,40.348101265822784,58.1605049594229,52.254641909814325,6.984969053934571,51.973684210526315,68.13484848484848,21.613927999999998,124.39,102.108,0.9027569636791908,56.513513513513516,50.31645569620253,14.27650158998421,7.160488336409528,27.896512935883017,28.334956183057447,37.78378378378379,35.073839662447256,36.032388663967616,31.633986928104573,0.6363636363636364,-0.1,9.0,0.444,0.0,0.0,77.5,80.58,2.185,42.959,30.085,2.3,34.0,34.0,35.0,5.0,5.0,10.0,0.0
1395,9,2026,115.423,97.8237,17.5995,67.7521,17.5995,115.423,97.8237,67.7521,0.8532033979412273,17.071514999999998,115.423,97.8237,0.6666666666666666,50.9,51.015625,14.742729668126927,10.949278759369122,32.25499524262607,27.027027027027028,38.7,30.364583333333332,33.10719131614654,33.7431693989071,36.85,38.125,51.62311955661124,51.26262626262626,12.626262626262626,57.58928571428571,70.29659090909092,17.071514999999998,115.423,97.8237,0.8532033979412273,50.9,51.015625,14.742729668126927,10.949278759369122,32.25499524262607,27.027027027027028,38.7,30.364583333333332,33.10719131614654,33.7431693989071,0.6666666666666666,-5.6,20.0,0.45,0.0,0.0,77.5,80.58,2.185,42.959,30.085,2.3,34.0,34.0,35.0,5.0,5.0,10.0,0.0
1385,5,2026,120.089,94.1908,25.8979,69.6472,25.8979,120.089,94.1908,69.6472,0.9302015837697014,25.120963,120.089,94.1908,0.8235294117647058,51.00334448160535,47.358024691358025,14.085667215815487,11.079077429983524,33.543733092876465,26.811594202898554,41.90157668418538,31.753086419753085,33.23903818953324,31.332357247437777,33.77926421404682,33.72839506172839,51.587301587301596,47.540983606557376,12.369597615499254,58.21052631578948,71.41176470588235,25.120963,120.089,94.1908,0.9302015837697014,51.00334448160535,47.358024691358025,14.085667215815487,11.079077429983524,33.543733092876465,26.811594202898554,41.90157668418538,31.753086419753085,33.23903818953324,31.332357247437777,0.8235294117647058,1.7,34.0,0.676,2.0,1.0,77.5,80.58,2.185,42.959,30.085,2.3,34.0,34.0,35.0,5.0,5.0,10.0,0.0
1320,12,2026,110.026,98.1897,11.836,62.3511,11.836,110.026,98.1897,62.3511,0.7655944758423205,11.48092,110.026,98.1897,0.6470588235294118,54.166666666666664,47.20853858784893,13.904126199577336,9.746746272793413,19.79591836734694,24.4796828543112,25.6989247311828,29.337712096332787,34.91847826086957,28.891820580474935,39.56989247311828,41.4887794198139,55.33807829181495,49.953227315247894,9.822263797942002,57.110352673492606,63.67132352941176,11.48092,110.026,98.1897,0.7655944758423205,54.166666666666664,47.20853858784893,13.904126199577336,9.746746272793413,19.79591836734694,24.4796828543112,25.6989247311828,29.337712096332787,34.91847826086957,28.891820580474935,0.6470588235294118,0.5,8.0,0.5,0.0,0.0,77.5,80.58,2.185,42.959,30.085,2.3,34.0,34.0,35.0,5.0,5.0,10.0,0.0
1242,4,2026,118.353,93.9199,24.4333,67.7245,24.4333,118.353,93.9199,67.7245,0.9200723163355556,23.700301,118.353,93.9199,0.696969696969697,51.56570841889116,45.234674329501914,14.558181730340818,7.772952487291115,28.030303030303028,27.487765089722675,32.597535934291585,27.68199233716475,34.96402877697842,30.672748004561,35.67761806981519,42.00191570881226,51.077414205905825,44.67382328654005,15.606936416184972,53.34088335220838,70.56325757575758,23.700301,118.353,93.9199,0.9200723163355556,51.56570841889116,45.234674329501914,14.558181730340818,7.772952487291115,28.030303030303028,27.487765089722675,32.597535934291585,27.68199233716475,34.96402877697842,30.672748004561,0.696969696969697,2.8,56.0,0.732,4.0,2.0,77.5,80.58,2.185,42.959,30.085,2.3,34.0,34.0,35.0,5.0,5.0,10.0,0.0
1465,13,2026,107.953,101.957,5.99655,65.8887,5.99655,107.953,101.957,65.8887,0.6455773716970483,5.8166535,107.953,101.957,0.7575757575757576,48.594787940725595,46.40943193997856,16.5538327145665,7.905656256824633,36.04757548032937,25.609756097560975,36.12672457843638,37.138263665594856,33.70429252782194,29.72972972972973,32.141032192130815,31.72561629153269,47.66566265060241,47.25274725274725,7.456828885400315,40.35502958579882,69.37878787878788,5.8166535,107.953,101.957,0.6455773716970483,48.594787940725595,46.40943193997856,16.5538327145665,7.905656256824633,36.04757548032937,25.609756097560975,36.12672457843638,37.138263665594856,33.70429252782194,29.72972972972973,0.7575757575757576,-0.1,9.0,0.444,0.0,0.0,77.5,80.58,2.185,42.959,30.085,2.3,34.0,34.0,35.0,5.0,5.0,10.0,0.0
1257,6,2026,124.069,98.6563,25.4129,69.7347,25.4129,124.069,98.6563,69.7347,0.9269861854925058,24.650513,124.069,98.6563,0.696969696969697,56.4700049578582,48.752545824847246,15.792050281888095,9.559454437302929,31.649189704480456,24.62882096069869,33.465542885473475,33.401221995926676,35.68075117370892,32.68229166666667,52.80118988596926,39.103869653767816,59.76890756302521,48.57859531772576,9.197324414715718,59.43097997892518,71.95795454545456,24.650513,124.069,98.6563,0.9269861854925058,56.4700049578582,48.752545824847246,15.792050281888095,9.559454437302929,31.649189704480456,24.62882096069869,33.465542885473475,33.401221995926676,35.68075117370892,32.68229166666667,0.696969696969697,-1.9,5.0,0.0,0.0,0.0,77.5,80.58,2.185,42.959,30.085,2.3,34.0,34.0,35.0,5.0,5.0,10.0,0.0
1378,11,2026,117.687,101.871,15.8159,71.6662,15.8159,117.687,101.871,71.6662,0.8294295828960087,15.341422999999999,117.687,101.871,0.75,50.90347123157394,48.35109081684424,14.486587453951124,11.747003580138017,35.783879539415416,28.87700534759358,41.13171659533999,38.81278538812785,33.11617806731813,33.933161953727506,43.794579172610554,39.472349061390155,51.86125211505922,46.689019279128246,10.896898575020955,58.82352941176471,75.28515625,15.341422999999999,117.687,101.871,0.8294295828960087,50.90347123157394,48.35109081684424,14.486587453951124,11.747003580138017,35.783879539415416,28.87700534759358,41.13171659533999,38.81278538812785,33.11617806731813,33.933161953727506,0.75,-0.1,9.0,0.444,0.0,0.0,77.5,80.58,2.185,42.959,30.085,2.3,34.0,34.0,35.0,5.0,5.0,10.0,0.0
